,Year,Stage,Home Team Name,Home Team Goals,Away Team Goals,Away Team Name,Win conditions,Half-time Home Goals,Half-time Away Goals,RoundID,Home Team Initials,Away Team Initials,home_rank,home_total_points,home_previous_points,home_rank_change,away_rank,away_total_points,away_previous_points,away_rank_change
3008,2010.0,Group F,Slovakia,3.0,2.0,Italy, ,1.0,0.0,249722.0,SVK,ITA,20,854,866,2,14,965,995,0
3019,2010.0,Group F,Paraguay,0.0,0.0,New Zealand, ,0.0,0.0,249722.0,PAR,NZL,24,832,850,1,63,506,517,4
3030,2010.0,Group E,Denmark,1.0,3.0,Japan, ,0.0,2.0,249722.0,DEN,JPN,28,790,812,1,29,776,781,1
3041,2010.0,Group E,Cameroon,1.0,2.0,Netherlands, ,0.0,1.0,249722.0,CMR,NED,37,670,656,1,2,1723,1718,0
3052,2010.0,Group G,Portugal,0.0,0.0,Brazil, ,0.0,0.0,249722.0,POR,BRA,8,1090,1102,0,4,1446,1493,1
3063,2010.0,Group G,Korea DPR,0.0,3.0,Ivory Coast, ,0.0,2.0,249722.0,PRK,CIV,108,292,299,1,21,846,857,2
3074,2010.0,Group H,Chile,1.0,2.0,Spain, ,0.0,2.0,249722.0,CHI,ESP,15,950,929,1,1,1887,1920,0
3085,2010.0,Group H,Switzerland,0.0,0.0,Honduras, ,0.0,0.0,249722.0,SUI,HON,22,840,852,1,59,516,522,2
3096,2010.0,Round of 16,Uruguay,2.0,1.0,South Korea, ,1.0,0.0,249717.0,URU,KOR,7,1153,1174,0,40,647,653,1
3107,2010.0,Round of 16,USA,1.0,2.0,Ghana,Ghana win after extra time ,0.0,0.0,249717.0,USA,GHA,18,867,847,6,16,908,903,1
3118,2010.0,Round of 16,Germany,4.0,1.0,England, ,2.0,1.0,249717.0,GER,ENG,3,1485,1489,1,6,1195,1250,0
3129,2010.0,Round of 16,Argentina,3.0,1.0,Mexico, ,2.0,0.0,249717.0,ARG,MEX,5,1338,1353,0,27,795,790,1
3140,2010.0,Round of 16,Netherlands,2.0,1.0,Slovakia, ,1.0,0.0,249717.0,NED,SVK,2,1723,1718,0,20,854,866,2
3151,2010.0,Round of 16,Brazil,3.0,0.0,Chile, ,2.0,0.0,249717.0,BRA,CHI,4,1446,1493,1,15,950,929,1
3162,2010.0,Round of 16,Paraguay,0.0,0.0,Japan,Paraguay win on penalties (5 - 3) ,0.0,0.0,249717.0,PAR,JPN,24,832,850,1,29,776,781,1
3173,2010.0,Round of 16,Spain,1.0,0.0,Portugal, ,0.0,0.0,249717.0,ESP,POR,1,1887,1920,0,8,1090,1102,0
3184,2010.0,Quarter-finals,Netherlands,2.0,1.0,Brazil, ,0.0,1.0,249718.0,NED,BRA,2,1723,1718,0,4,1446,1493,1
3195,2010.0,Quarter-finals,Uruguay,1.0,1.0,Ghana,Uruguay win on penalties (4 - 2) ,0.0,0.0,249718.0,URU,GHA,7,1153,1174,0,16,908,903,1
3206,2010.0,Quarter-finals,Argentina,0.0,4.0,Germany, ,0.0,1.0,249718.0,ARG,GER,5,1338,1353,0,3,1485,1489,1
3217,2010.0,Quarter-finals,Paraguay,0.0,1.0,Spain, ,0.0,0.0,249718.0,PAR,ESP,24,832,850,1,1,1887,1920,0
3228,2010.0,Semi-finals,Uruguay,2.0,3.0,Netherlands, ,1.0,1.0,249719.0,URU,NED,7,1153,1174,0,2,1723,1718,0
3239,2010.0,Semi-finals,Germany,0.0,1.0,Spain, ,0.0,0.0,249719.0,GER,ESP,3,1485,1489,1,1,1887,1920,0
3250,2010.0,Match for third place,Uruguay,2.0,3.0,Germany, ,1.0,1.0,249720.0,URU,GER,7,1153,1174,0,3,1485,1489,1
3261,2010.0,Final,Netherlands,0.0,1.0,Spain,Spain win after extra time ,0.0,0.0,249721.0,NED,ESP,2,1723,1718,0,1,1887,1920,0
3273,2014.0,Group A,Brazil,3.0,1.0,Croatia, ,1.0,1.0,255931.0,BRA,CRO,6,1316,1316,0,19,946,946,0
3285,2014.0,Group A,Mexico,1.0,0.0,Cameroon, ,0.0,0.0,255931.0,MEX,CMR,20,913,913,0,42,665,664,1
3297,2014.0,Group B,Spain,1.0,5.0,Netherlands, ,1.0,1.0,255931.0,ESP,NED,9,1142,1142,0,5,1374,1374,0
3309,2014.0,Group B,Chile,3.0,1.0,Australia, ,2.0,1.0,255931.0,CHI,AUS,14,1022,1022,0,100,324,327,2
3321,2014.0,Group C,Colombia,3.0,0.0,Greece, ,1.0,0.0,255931.0,COL,GRE,3,1450,1450,0,24,856,856,1
3333,2014.0,Group D,Uruguay,1.0,3.0,Costa Rica, ,1.0,0.0,255931.0,URU,CRC,10,1135,1135,0,16,997,995,0
3345,2014.0,Group D,England,1.0,2.0,Italy, ,1.0,1.0,255931.0,ENG,ITA,13,1032,1032,0,11,1103,1103,0
3357,2014.0,Group C,Ivory Coast,2.0,1.0,Japan, ,0.0,1.0,255931.0,CIV,JPN,28,833,861,4,54,563,563,1
3369,2014.0,Group E,Switzerland,2.0,1.0,Ecuador, ,0.0,1.0,255931.0,SUI,ECU,12,1091,1091,0,26,852,852,1
3381,2014.0,Group E,France,3.0,0.0,Honduras, ,1.0,0.0,255931.0,FRA,HON,7,1160,1160,0,71,461,461,1
3393,2014.0,Group F,Argentina,2.0,1.0,Bosnia and Herzegovina, ,1.0,0.0,255931.0,ARG,BIH,2,1538,1538,0,29,817,808,0
3405,2014.0,Group G,Germany,4.0,0.0,Portugal, ,3.0,0.0,255931.0,GER,POR,1,1725,1725,0,7,1160,1160,0
3417,2014.0,Group F,Iran,0.0,0.0,Nigeria, ,0.0,0.0,255931.0,IRN,NGA,51,580,547,5,43,656,656,1
3429,2014.0,Group G,Ghana,1.0,2.0,USA, ,0.0,1.0,255931.0,GHA,USA,37,714,714,0,27,836,836,1
3441,2014.0,Group H,Belgium,2.0,1.0,Algeria, ,0.0,1.0,255931.0,BEL,ALG,4,1417,1417,0,18,948,948,0
3453,2014.0,Group A,Brazil,0.0,0.0,Mexico, ,0.0,0.0,255931.0,BRA,MEX,6,1316,1316,0,20,913,913,0
3465,2014.0,Group H,Russia,1.0,1.0,South Korea, ,0.0,0.0,255931.0,RUS,KOR,31,789,789,0,69,481,481,0
3477,2014.0,Group B,Australia,2.0,3.0,Netherlands, ,1.0,1.0,255931.0,AUS,NED,100,324,327,2,5,1374,1374,0
3489,2014.0,Group B,Spain,0.0,2.0,Chile, ,0.0,2.0,255931.0,ESP,CHI,9,1142,1142,0,14,1022,1022,0
3501,2014.0,Group A,Cameroon,0.0,4.0,Croatia, ,0.0,1.0,255931.0,CMR,CRO,42,665,664,1,19,946,946,0
3513,2014.0,Group C,Colombia,2.0,1.0,Ivory Coast, ,0.0,0.0,255931.0,COL,CIV,3,1450,1450,0,28,833,861,4
3525,2014.0,Group D,Uruguay,2.0,1.0,England, ,1.0,0.0,255931.0,URU,ENG,10,1135,1135,0,13,1032,1032,0
3537,2014.0,Group C,Japan,0.0,0.0,Greece, ,0.0,0.0,255931.0,JPN,GRE,54,563,563,1,24,856,856,1
3549,2014.0,Group D,Italy,0.0,1.0,Costa Rica, ,0.0,1.0,255931.0,ITA,CRC,11,1103,1103,0,16,997,995,0
3561,2014.0,Group E,Switzerland,2.0,5.0,France, ,0.0,3.0,255931.0,SUI,FRA,12,1091,1091,0,7,1160,1160,0
3573,2014.0,Group E,Honduras,1.0,2.0,Ecuador, ,1.0,1.0,255931.0,HON,ECU,71,461,461,1,26,852,852,1
3585,2014.0,Group F,Argentina,1.0,0.0,Iran, ,0.0,0.0,255931.0,ARG,IRN,2,1538,1538,0,51,580,547,5
3597,2014.0,Group G,Germany,2.0,2.0,Ghana, ,0.0,0.0,255931.0,GER,GHA,1,1725,1725,0,37,714,714,0
3609,2014.0,Group F,Nigeria,1.0,0.0,Bosnia and Herzegovina, ,1.0,0.0,255931.0,NGA,BIH,43,656,656,1,29,817,808,0
3621,2014.0,Group H,Belgium,1.0,0.0,Russia, ,0.0,0.0,255931.0,BEL,RUS,4,1417,1417,0,31,789,789,0
3633,2014.0,Group H,South Korea,2.0,4.0,Algeria, ,0.0,3.0,255931.0,KOR,ALG,69,481,481,0,18,948,948,0
3645,2014.0,Group G,USA,2.0,2.0,Portugal, ,0.0,1.0,255931.0,USA,POR,27,836,836,1,7,1160,1160,0
3657,2014.0,Group B,Australia,0.0,3.0,Spain, ,0.0,1.0,255931.0,AUS,ESP,100,324,327,2,9,1142,1142,0
3669,2014.0,Group B,Netherlands,2.0,0.0,Chile, ,0.0,0.0,255931.0,NED,CHI,5,1374,1374,0,14,1022,1022,0
3681,2014.0,Group A,Cameroon,1.0,4.0,Brazil, ,1.0,2.0,255931.0,CMR,BRA,42,665,664,1,6,1316,1316,0
3693,2014.0,Group A,Croatia,1.0,3.0,Mexico, ,0.0,0.0,255931.0,CRO,MEX,19,946,946,0,20,913,913,0
3705,2014.0,Group D,Italy,0.0,1.0,Uruguay, ,0.0,0.0,255931.0,ITA,URU,11,1103,1103,0,10,1135,1135,0
3717,2014.0,Group D,Costa Rica,0.0,0.0,England, ,0.0,0.0,255931.0,CRC,ENG,16,997,995,0,13,1032,1032,0
3729,2014.0,Group C,Japan,1.0,4.0,Colombia, ,1.0,1.0,255931.0,JPN,COL,54,563,563,1,3,1450,1450,0
3741,2014.0,Group C,Greece,2.0,1.0,Ivory Coast, ,1.0,0.0,255931.0,GRE,CIV,24,856,856,1,28,833,861,4
3753,2014.0,Group F,Nigeria,2.0,3.0,Argentina, ,1.0,2.0,255931.0,NGA,ARG,43,656,656,1,2,1538,1538,0
3765,2014.0,Group F,Bosnia and Herzegovina,3.0,1.0,Iran, ,1.0,0.0,255931.0,BIH,IRN,29,817,808,0,51,580,547,5
3777,2014.0,Group E,Honduras,0.0,3.0,Switzerland, ,0.0,2.0,255931.0,HON,SUI,71,461,461,1,12,1091,1091,0
3789,2014.0,Group E,Ecuador,0.0,0.0,France, ,0.0,0.0,255931.0,ECU,FRA,26,852,852,1,7,1160,1160,0
3801,2014.0,Group G,USA,0.0,1.0,Germany, ,0.0,0.0,255931.0,USA,GER,27,836,836,1,1,1725,1725,0
3813,2014.0,Group G,Portugal,2.0,1.0,Ghana, ,1.0,0.0,255931.0,POR,GHA,7,1160,1160,0,37,714,714,0
3825,2014.0,Group H,South Korea,0.0,1.0,Belgium, ,0.0,0.0,255931.0,KOR,BEL,69,481,481,0,4,1417,1417,0
3837,2014.0,Group H,Algeria,1.0,1.0,Russia, ,0.0,1.0,255931.0,ALG,RUS,18,948,948,0,31,789,789,0
3849,2014.0,Round of 16,Brazil,1.0,1.0,Chile,Brazil win on penalties (3 - 2) ,0.0,0.0,255951.0,BRA,CHI,6,1316,1316,0,14,1022,1022,0
3861,2014.0,Round of 16,Colombia,2.0,0.0,Uruguay, ,1.0,0.0,255951.0,COL,URU,3,1450,1450,0,10,1135,1135,0
3873,2014.0,Round of 16,Netherlands,2.0,1.0,Mexico, ,0.0,0.0,255951.0,NED,MEX,5,1374,1374,0,20,913,913,0
3885,2014.0,Round of 16,Costa Rica,1.0,1.0,Greece,Costa Rica win on penalties (5 - 3) ,0.0,0.0,255951.0,CRC,GRE,16,997,995,0,24,856,856,1
3897,2014.0,Round of 16,France,2.0,0.0,Nigeria, ,0.0,0.0,255951.0,FRA,NGA,7,1160,1160,0,43,656,656,1
3909,2014.0,Round of 16,Germany,2.0,1.0,Algeria,Germany win after extra time ,0.0,0.0,255951.0,GER,ALG,1,1725,1725,0,18,948,948,0
3921,2014.0,Round of 16,Argentina,1.0,0.0,Switzerland,Argentina win after extra time ,0.0,0.0,255951.0,ARG,SUI,2,1538,1538,0,12,1091,1091,0
3933,2014.0,Round of 16,Belgium,2.0,1.0,USA,Belgium win after extra time ,0.0,0.0,255951.0,BEL,USA,4,1417,1417,0,27,836,836,1
3945,2014.0,Quarter-finals,France,0.0,1.0,Germany, ,0.0,1.0,255953.0,FRA,GER,7,1160,1160,0,1,1725,1725,0
3957,2014.0,Quarter-finals,Brazil,2.0,1.0,Colombia, ,1.0,0.0,255953.0,BRA,COL,6,1316,1316,0,3,1450,1450,0
3969,2014.0,Quarter-finals,Argentina,1.0,0.0,Belgium, ,1.0,0.0,255953.0,ARG,BEL,2,1538,1538,0,4,1417,1417,0
3981,2014.0,Quarter-finals,Netherlands,0.0,0.0,Costa Rica,Netherlands win on penalties (4 - 3) ,0.0,0.0,255953.0,NED,CRC,5,1374,1374,0,16,997,995,0
3993,2014.0,Semi-finals,Brazil,1.0,7.0,Germany, ,0.0,5.0,255955.0,BRA,GER,6,1316,1316,0,1,1725,1725,0
4005,2014.0,Semi-finals,Netherlands,0.0,0.0,Argentina,Argentina win on penalties (2 - 4) ,0.0,0.0,255955.0,NED,ARG,5,1374,1374,0,2,1538,1538,0
4017,2014.0,Play-off for third place,Brazil,0.0,3.0,Netherlands, ,0.0,2.0,255957.0,BRA,NED,6,1316,1316,0,5,1374,1374,0
4029,2014.0,Final,Germany,1.0,0.0,Argentina,Germany win after extra time ,0.0,0.0,255959.0,GER,ARG,1,1725,1725,0,2,1538,1538,0
4041,2018.0,Group-1,Russia,5.0,0.0,Saudi Arabia,,,,,,,48,1424,1424,0,69,1335,1335,0
4053,2018.0,Group-1,Egypt,0.0,1.0,Uruguay,,,,,,,56,1393,1393,0,7,1609,1609,0
4065,2018.0,Group-1,Morocco,0.0,1.0,Iran,,,,,,,40,1440,1440,0,29,1481,1481,0
4077,2018.0,Group-1,Portugal,3.0,3.0,Spain,,,,,,,6,1614,1614,0,9,1591,1591,0
4089,2018.0,Group-1,France,2.0,1.0,Australia,,,,,,,2,1726,1726,0,41,1436,1436,0
4101,2018.0,Group-1,Argentina,1.0,1.0,Iceland,,,,,,,11,1582,1582,0,37,1452,1452,0
4113,2018.0,Group-1,Peru,0.0,1.0,Denmark,,,,,,,20,1518,1518,0,10,1589,1589,0
4125,2018.0,Group-1,Croatia,2.0,0.0,Nigeria,,,,,,,4,1634,1634,0,44,1427,1427,0
4137,2018.0,Group-1,Costa Rica,0.0,1.0,Serbia,,,,,,,36,1464,1464,0,29,1481,1481,0
4149,2018.0,Group-1,Germany,0.0,1.0,Mexico,,,,,,,16,1558,1558,0,17,1540,1540,0
4161,2018.0,Group-1,Brazil,1.0,1.0,Switzerland,,,,,,,3,1676,1676,0,8,1599,1599,0
4173,2018.0,Group-1,Sweden,1.0,0.0,South Korea,,,,,,,14,1560,1560,0,53,1405,1405,0
4185,2018.0,Group-1,Belgium,3.0,0.0,Panama,,,,,,,1,1727,1727,0,71,1326,1326,0
4197,2018.0,Group-1,Tunisia,1.0,2.0,England,,,,,,,26,1493,1493,0,5,1631,1631,0
4209,2018.0,Group-1,Colombia,1.0,2.0,Japan,,,,,,,12,1575,1575,0,50,1414,1414,0
4221,2018.0,Group-1,Poland,1.0,2.0,Senegal,,,,,,,20,1518,1518,0,23,1505,1505,0
4233,2018.0,Group-2,Russia,3.0,1.0,Egypt,,,,,,,48,1424,1424,0,56,1393,1393,0
4245,2018.0,Group-2,Portugal,1.0,0.0,Morocco,,,,,,,6,1614,1614,0,40,1440,1440,0
4257,2018.0,Group-2,Uruguay,1.0,0.0,Saudi Arabia,,,,,,,7,1609,1609,0,69,1335,1335,0
4269,2018.0,Group-2,Iran,0.0,1.0,Spain,,,,,,,29,1481,1481,0,9,1591,1591,0
4281,2018.0,Group-2,Denmark,1.0,1.0,Australia,,,,,,,10,1589,1589,0,41,1436,1436,0
4293,2018.0,Group-2,France,1.0,0.0,Peru,,,,,,,2,1726,1726,0,20,1518,1518,0
4305,2018.0,Group-2,Argentina,0.0,3.0,Croatia,,,,,,,11,1582,1582,0,4,1634,1634,0
4317,2018.0,Group-2,Brazil,2.0,0.0,Costa Rica,,,,,,,3,1676,1676,0,36,1464,1464,0
4329,2018.0,Group-2,Nigeria,2.0,0.0,Iceland,,,,,,,44,1427,1427,0,37,1452,1452,0
4341,2018.0,Group-2,Serbia,1.0,2.0,Switzerland,,,,,,,29,1481,1481,0,8,1599,1599,0
4353,2018.0,Group-2,Belgium,5.0,2.0,Tunisia,,,,,,,1,1727,1727,0,26,1493,1493,0
4365,2018.0,Group-2,South Korea,1.0,2.0,Mexico,,,,,,,53,1405,1405,0,17,1540,1540,0
4377,2018.0,Group-2,Germany,2.0,1.0,Sweden,,,,,,,16,1558,1558,0,14,1560,1560,0
4389,2018.0,Group-2,England,6.0,1.0,Panama,,,,,,,5,1631,1631,0,71,1326,1326,0
4401,2018.0,Group-2,Japan,2.0,2.0,Senegal,,,,,,,50,1414,1414,0,23,1505,1505,0
4413,2018.0,Group-2,Poland,0.0,3.0,Colombia,,,,,,,20,1518,1518,0,12,1575,1575,0
4425,2018.0,Group-3,Saudi Arabia,2.0,1.0,Egypt,,,,,,,69,1335,1335,0,56,1393,1393,0
4437,2018.0,Group-3,Uruguay,3.0,0.0,Russia,,,,,,,7,1609,1609,0,48,1424,1424,0
4449,2018.0,Group-3,Iran,1.0,1.0,Portugal,,,,,,,29,1481,1481,0,6,1614,1614,0
4461,2018.0,Group-3,Spain,2.0,2.0,Morocco,,,,,,,9,1591,1591,0,40,1440,1440,0
4473,2018.0,Group-3,Australia,0.0,2.0,Peru,,,,,,,41,1436,1436,0,20,1518,1518,0
4485,2018.0,Group-3,Denmark,0.0,0.0,France,,,,,,,10,1589,1589,0,2,1726,1726,0
4497,2018.0,Group-3,Nigeria,1.0,2.0,Argentina,,,,,,,44,1427,1427,0,11,1582,1582,0
4509,2018.0,Group-3,Iceland,1.0,2.0,Croatia,,,,,,,37,1452,1452,0,4,1634,1634,0
4521,2018.0,Group-3,Mexico,0.0,3.0,Sweden,,,,,,,17,1540,1540,0,14,1560,1560,0
4533,2018.0,Group-3,South Korea,2.0,0.0,Germany,,,,,,,53,1405,1405,0,16,1558,1558,0
4545,2018.0,Group-3,Switzerland,2.0,2.0,Costa Rica,,,,,,,8,1599,1599,0,36,1464,1464,0
4557,2018.0,Group-3,Serbia,0.0,2.0,Brazil,,,,,,,29,1481,1481,0,3,1676,1676,0
4569,2018.0,Group-3,Senegal,0.0,1.0,Colombia,,,,,,,23,1505,1505,0,12,1575,1575,0
4581,2018.0,Group-3,Japan,0.0,1.0,Poland,,,,,,,50,1414,1414,0,20,1518,1518,0
4593,2018.0,Group-3,England,0.0,1.0,Belgium,,,,,,,5,1631,1631,0,1,1727,1727,0
4605,2018.0,Group-3,Panama,1.0,2.0,Tunisia,,,,,,,71,1326,1326,0,26,1493,1493,0
4617,2018.0,Last-16,France,4.0,3.0,Argentina,,,,,,,2,1726,1726,0,11,1582,1582,0
4629,2018.0,Last-16,Uruguay,2.0,1.0,Portugal,,,,,,,7,1609,1609,0,6,1614,1614,0
4641,2018.0,Last-16,Spain,1.0,1.0,Russia,,,,,,,9,1591,1591,0,48,1424,1424,0
4653,2018.0,Last-16,Croatia,1.0,1.0,Denmark,,,,,,,4,1634,1634,0,10,1589,1589,0
4665,2018.0,Last-16,Brazil,2.0,0.0,Mexico,,,,,,,3,1676,1676,0,17,1540,1540,0
4677,2018.0,Last-16,Belgium,3.0,2.0,Japan,,,,,,,1,1727,1727,0,50,1414,1414,0
4689,2018.0,Last-16,Sweden,1.0,0.0,Switzerland,,,,,,,14,1560,1560,0,8,1599,1599,0
4701,2018.0,Last-16,Colombia,1.0,1.0,England,,,,,,,12,1575,1575,0,5,1631,1631,0
4713,2018.0,QFinals,Uruguay,0.0,2.0,France,,,,,,,7,1609,1609,0,2,1726,1726,0
4725,2018.0,QFinals,Brazil,1.0,2.0,Belgium,,,,,,,3,1676,1676,0,1,1727,1727,0
4737,2018.0,QFinals,Sweden,0.0,2.0,England,,,,,,,14,1560,1560,0,5,1631,1631,0
4749,2018.0,QFinals,Russia,2.0,2.0,Croatia,,,,,,,48,1424,1424,0,4,1634,1634,0
4761,2018.0,SFinals,France,1.0,0.0,Belgium,,,,,,,2,1726,1726,0,1,1727,1727,0
4773,2018.0,SFinals,Croatia,2.0,1.0,England,,,,,,,4,1634,1634,0,5,1631,1631,0
4785,2018.0,Third-Place,Belgium,2.0,0.0,England,,,,,,,1,1727,1727,0,5,1631,1631,0
4797,2018.0,Final,Croatia,4.0,2.0,France,,,,,,,4,1634,1634,0,2,1726,1726,0
